customer_id,zipcode,city,order_id,payment_type,review_id,name,family,email
06b8999e2fba1a1fbc88172c00ba8bc7,14409,franca,e481f51cbdc54678b7cc49136f2d6af7,credit_card,7bc2406110b926393aa56f80a40eba40,ali,rasoli,ali.rasoli@gmail.com
18955e83d337fd6b2def6b18a428ac77,9790,sao bernardo do campo,53cdb2fc8bc7dce0b6741e2150273451,credit_card,80e641a11e56f04c1ad469d5645fdfde,ali,rasoli,ali.rasoli@gmail.com
4e7b3e00288586ebd08712fdd0374a03,1151,sao paulo,47770eb9100c2d0c44946d9cf07ec65d,credit_card,228ce5500dc1d8e020d8d1322874b6f0,ali,rasoli,ali.rasoli@gmail.com
b2b6027bc5c5109e529d4dc6358b12c3,8775,mogi das cruzes,949d5b44dbf5de918fe9c16f97b45f8a,credit_card,e64fb393e7b32834bb789ff8bb30750e,ali,rasoli,ali.rasoli@gmail.com
4f2d8ab171c80ec8364f7c12e35b23ad,13056,campinas,ad21c59c0840e6cb83a9ceb5573f8159,credit_card,f7c4243c7fe1938f181bec41a392bdeb,ali,rasoli,ali.rasoli@gmail.com
879864dab9bc3047522c92c82e1212b8,89254,jaragua do sul,a4591c265e18cb1dcee52889e2d8acc3,credit_card,15197aa66ff4d0650b5434f1b46cda19,ali,rasoli,ali.rasoli@gmail.com
fd826e7cf63160e536e0908c76c3f441,4534,sao paulo,136cce7faa42fdb2cefd53fdc79a6098,credit_card,07f9bee5d1b850860defd761afa7ff16,ali,rasoli,ali.rasoli@gmail.com
5e274e7a0c3809e14aba7ad5aae0d407,35182,timoteo,6514b8ad8028c9f2cc2374ded245783f,credit_card,7c6400515c67679fbee952a7525281ef,ali,rasoli,ali.rasoli@gmail.com
5adf08e34b2e993982a47070956c5c65,81560,curitiba,76c6e866289321a7c93b82b54852dc33,credit_card,a3f6f7f6f433de0aefbb97da197c554c,ali,rasoli,ali.rasoli@gmail.com
4b7139f34592b3a31687243a302fa75b,30575,belo horizonte,e69bfb5eb88e0ed6a785585b27e16dbf,boleto,8670d52e15e00043ae7de4c01cc2fe06,ali,rasoli,ali.rasoli@gmail.com
9fb35e4ed6f0a14a4977cd9aea4042bb,39400,montes claros,e6ce16cb79ec1d90b1da9085a6118aeb,credit_card,c9cfd2d5ab5911836ababae136c3a10c,ali,rasoli,ali.rasoli@gmail.com
5aa9e4fdd4dfd20959cad2d772509598,20231,rio de janeiro,34513ce0c4fab462a55830c0989c7edb,credit_card,96052551d87e5f62e6c9f6974ec392e9,ali,rasoli,ali.rasoli@gmail.com
b2d1536598b73a9abd18e0d75d92f0a3,18682,lencois paulista,82566a660a982b15fb86e904c8d32918,credit_card,4b49719c8a200003f700d3d986ea1a19,ali,rasoli,ali.rasoli@gmail.com
eabebad39a88bb6f5b52376faec28612,5704,sao paulo,5ff96c15d0b717ac6ad1f3d77225a350,credit_card,23f75a37effc35d9a915b4e1ad483793,ali,rasoli,ali.rasoli@gmail.com
1f1c7bf1c9b041b292af6c1c4470b753,95110,caxias do sul,432aaf21d85167c2c86ec9448c4e42cc,credit_card,9a0abbb668bafb95a6d2b05db43284c4,ali,rasoli,ali.rasoli@gmail.com
206f3129c0e4d7d0b9550426023f0a08,13412,piracicaba,dcb36b511fcac050b97cd5c05de84dc3,credit_card,3948b09f7c818e2d86c9a546758b2335,ali,rasoli,ali.rasoli@gmail.com
a7c125a0a07b75146167b7f04a7f8e98,22750,rio de janeiro,403b97836b0c04a622354cf531062e5f,credit_card,9314d6f9799f5bfba510cc7bcd468c01,ali,rasoli,ali.rasoli@gmail.com
c5c61596a3b6bd0cee5766992c48a9a1,7124,guarulhos,116f0b09343b49556bbad5f35bee0cdf,credit_card,8e15a274d95600fa14f8be64e37a0e67,ali,rasoli,ali.rasoli@gmail.com
9b8ce803689b3562defaad4613ef426f,5416,sao paulo,85ce859fd6dc634de8d2f1e290444043,credit_card,fdbdb2629a7cde0f66657acc92084e7f,ali,rasoli,ali.rasoli@gmail.com
49d0ea0986edde72da777f15456a0ee0,68485,pacaja,83018ec114eee8641c97e08f7b4e926f,credit_card,373cbeecea8286a2b66c97b1b157ec46,ali,rasoli,ali.rasoli@gmail.com
154c4ded6991bdfa3cd249d11abf4130,88034,florianopolis,203096f03d82e0dffbc41ebc2e2bcfb7,credit_card,a2ff510ca4e059c3fefc7a7866571f6f,ali,rasoli,ali.rasoli@gmail.com
690172ab319622688d3b4df42f676898,74914,aparecida de goiania,f848643eec1d69395095eb3840d2051e,credit_card,80c70bc263881ba6525f6cee1d94ac87,ali,rasoli,ali.rasoli@gmail.com
2938121a40a20953c43caa8c98787fcb,5713,sao paulo,2807d0e504d6d4894d41672727bc139f,credit_card,d21bbc789670eab777d27372ab9094cc,ali,rasoli,ali.rasoli@gmail.com
237098a64674ae89babdc426746260fc,82820,curitiba,95266dbfb7e20354baba07964dac78d5,credit_card,7bcb3c758c67f23638262c731493e848,ali,rasoli,ali.rasoli@gmail.com
cb721d7b4f271fd87011c4c83462c076,8225,sao paulo,f3e7c359154d965827355f39d6b1fdac,boleto,0e0190b9db53b689b285d3f3916f8441,ali,rasoli,ali.rasoli@gmail.com
f681356046d9fde60e70c73a18d65ea2,9121,santo andre,fbf9ac61453ac646ce8ad9783d7d0af6,voucher,66e4430c5bc6b7e3773886bf1c14d912,ali,rasoli,ali.rasoli@gmail.com
167bd30a409e3e4127df5a9408ebd394,74310,goiania,acce194856392f074dbf9dada14d8d82,credit_card,bf566b3910c328733baf7fca7d2be041,ali,rasoli,ali.rasoli@gmail.com
